country;region;year;decile;share
Costa Rica;Without Implicit Rent;1992;d5;6,4841585
Costa Rica;Without Implicit Rent;1992;d6;7,8866115
Costa Rica;Without Implicit Rent;1992;d7;9,670517
Costa Rica;Without Implicit Rent;1992;d8;12,201911
Costa Rica;Without Implicit Rent;1992;d9;16,397867
Costa Rica;Without Implicit Rent;1992;ratio_10_1;22,549018
Costa Rica;Without Implicit Rent;1993;d1;1,4917115
Costa Rica;Without Implicit Rent;1993;d10;33,226837
Costa Rica;Without Implicit Rent;1993;d2;3,0491638
Costa Rica;Without Implicit Rent;1993;d3;4,1497521
Costa Rica;Without Implicit Rent;1993;d4;5,2309551
Costa Rica;Without Implicit Rent;1993;d5;6,4441891
Costa Rica;Without Implicit Rent;1993;d6;7,8200288
Costa Rica;Without Implicit Rent;1993;d7;9,6446457
Costa Rica;Without Implicit Rent;1993;d8;12,284282
Costa Rica;Without Implicit Rent;1993;d9;16,658438
Costa Rica;Without Implicit Rent;1993;ratio_10_1;22,266599
Costa Rica;Without Implicit Rent;1994;d1;1,4866183
Costa Rica;Without Implicit Rent;1994;d10;34,910042
Costa Rica;Without Implicit Rent;1994;d2;2,9889138
Costa Rica;Without Implicit Rent;1994;d3;4,1018233
Costa Rica;Without Implicit Rent;1994;d4;5,1166592
Costa Rica;Without Implicit Rent;1994;d5;6,2861748
Costa Rica;Without Implicit Rent;1994;d6;7,6887565
Costa Rica;Without Implicit Rent;1994;d7;9,3867073
Costa Rica;Without Implicit Rent;1994;d8;11,883855
Costa Rica;Without Implicit Rent;1994;d9;16,150452
Costa Rica;Without Implicit Rent;1994;ratio_10_1;23,47608
Costa Rica;Without Implicit Rent;1995;d1;1,477349
Costa Rica;Without Implicit Rent;1995;d10;33,442852
Costa Rica;Without Implicit Rent;1995;d2;3,025568
Costa Rica;Without Implicit Rent;1995;d3;4,1475263
Costa Rica;Without Implicit Rent;1995;d4;5,2933769
Costa Rica;Without Implicit Rent;1995;d5;6,4756656
Costa Rica;Without Implicit Rent;1995;d6;7,8211551
Costa Rica;Without Implicit Rent;1995;d7;9,7043953
Costa Rica;Without Implicit Rent;1995;d8;12,158765
Costa Rica;Without Implicit Rent;1995;d9;16,453348
Costa Rica;Without Implicit Rent;1995;ratio_10_1;22,628287
Costa Rica;Without Implicit Rent;1996;d1;1,4320344
Costa Rica;Without Implicit Rent;1996;d10;33,909946
Costa Rica;Without Implicit Rent;1996;d2;2,9109011
Costa Rica;Without Implicit Rent;1996;d3;4,0681744
Costa Rica;Without Implicit Rent;1996;d4;5,1428823
Costa Rica;Without Implicit Rent;1996;d5;6,3133883
Costa Rica;Without Implicit Rent;1996;d6;7,7406135
Costa Rica;Without Implicit Rent;1996;d7;9,5900927
Costa Rica;Without Implicit Rent;1996;d8;12,174219
Costa Rica;Without Implicit Rent;1996;d9;16,717749
Costa Rica;Without Implicit Rent;1996;ratio_10_1;23,66696
Costa Rica;Without Implicit Rent;1997;d1;1,5627112
Costa Rica;Without Implicit Rent;1997;d10;33,58503
Costa Rica;Without Implicit Rent;1997;d2;3,0264184
Costa Rica;Without Implicit Rent;1997;d3;4,1126294
Costa Rica;Without Implicit Rent;1997;d4;5,1743269
Costa Rica;Without Implicit Rent;1997;d5;6,4032702
Costa Rica;Without Implicit Rent;1997;d6;7,8327899
Costa Rica;Without Implicit Rent;1997;d7;9,6010523
Costa Rica;Without Implicit Rent;1997;d8;12,064706
Costa Rica;Without Implicit Rent;1997;d9;16,637066
Costa Rica;Without Implicit Rent;1997;ratio_10_1;21,481702
Costa Rica;Without Implicit Rent;1998;d1;1,607968
Costa Rica;Without Implicit Rent;1998;d10;33,79398
Costa Rica;Without Implicit Rent;1998;d2;3,0417733
Costa Rica;Without Implicit Rent;1998;d3;4,0858321
Costa Rica;Without Implicit Rent;1998;d4;5,1358752
Costa Rica;Without Implicit Rent;1998;d5;6,33499
Costa Rica;Without Implicit Rent;1998;d6;7,7123809
Costa Rica;Without Implicit Rent;1998;d7;9,5045042
Costa Rica;Without Implicit Rent;1998;d8;12,06911
Costa Rica;Without Implicit Rent;1998;d9;16,713585
Costa Rica;Without Implicit Rent;1998;ratio_10_1;21,006154
Costa Rica;Without Implicit Rent;1999;d1;1,4101287
Costa Rica;Without Implicit Rent;1999;d10;35,620869
Costa Rica;Without Implicit Rent;1999;d2;2,8603415
Costa Rica;Without Implicit Rent;1999;d3;3,9125319
Costa Rica;Without Implicit Rent;1999;d4;4,9420066
Costa Rica;Without Implicit Rent;1999;d5;6,0771127
Costa Rica;Without Implicit Rent;1999;d6;7,4260402
Costa Rica;Without Implicit Rent;1999;d7;9,1942863
Costa Rica;Without Implicit Rent;1999;d8;11,869177
Costa Rica;Without Implicit Rent;1999;d9;16,687504
Costa Rica;Without Implicit Rent;1999;ratio_10_1;25,251557
Costa Rica;Without Implicit Rent;2000;d1;1,3890848
Costa Rica;Without Implicit Rent;2000;d10;35,413528
Costa Rica;Without Implicit Rent;2000;d2;2,8294182
Costa Rica;Without Implicit Rent;2000;d3;3,9486461
Costa Rica;Without Implicit Rent;2000;d4;4,988059
Costa Rica;Without Implicit Rent;2000;d5;6,1176376
Costa Rica;Without Implicit Rent;2000;d6;7,5581889
Costa Rica;Without Implicit Rent;2000;d7;9,4510164
Costa Rica;Without Implicit Rent;2000;d8;11,955968
Costa Rica;Without Implicit Rent;2000;d9;16,348454
Costa Rica;Without Implicit Rent;2000;ratio_10_1;25,481955
Costa Rica;Without Implicit Rent;2001;d1;1,2702147
Costa Rica;Without Implicit Rent;2001;d10;38,418747
Costa Rica;Without Implicit Rent;2001;d2;2,566082
Costa Rica;Without Implicit Rent;2001;d3;3,5722358
Costa Rica;Without Implicit Rent;2001;d4;4,5698919
Costa Rica;Without Implicit Rent;2001;d5;5,7227335
Costa Rica;Without Implicit Rent;2001;d6;7,0597873
Costa Rica;Without Implicit Rent;2001;d7;8,9076529
Costa Rica;Without Implicit Rent;2001;d8;11,49672
Costa Rica;Without Implicit Rent;2001;d9;16,415937
Costa Rica;Without Implicit Rent;2001;ratio_10_1;30,228007
Ecuador;ECV;1999;d1;0,7570622
Ecuador;ECV;1999;d10;47,8269
Ecuador;ECV;1999;d2;1,8643881
Ecuador;ECV;1999;d3;2,8216128
Ecuador;ECV;1999;d4;3,7175303
Ecuador;ECV;1999;d5;4,7653441
Ecuador;ECV;1999;d6;5,9549918
Ecuador;ECV;1999;d7;7,6073318
Ecuador;ECV;1999;d8;10,074393
Ecuador;ECV;1999;d9;14,610444
Ecuador;ECV;1999;ratio_10_1;63,157891
Ecuador;ECV;2006;d1;0,98558027
Ecuador;ECV;2006;d10;40,384007
Ecuador;ECV;2006;d2;2,0822048
Ecuador;ECV;2006;d3;3,1519668
Ecuador;ECV;2006;d4;4,2561827
Ecuador;ECV;2006;d5;5,4373302
Ecuador;ECV;2006;d6;6,8667865
Ecuador;ECV;2006;d7;8,7403164
Ecuador;ECV;2006;d8;11,544373
Ecuador;ECV;2006;d9;16,551252
Ecuador;ECV;2006;ratio_10_1;40,961662
Ecuador;ENEMDU;2003;d1;1,0782516
Ecuador;ENEMDU;2003;d10;41,965389
Ecuador;ENEMDU;2003;d2;2,239306
Ecuador;ENEMDU;2003;d3;3,187422
Ecuador;ENEMDU;2003;d4;4,1459637
Ecuador;ENEMDU;2003;d5;5,2441683
Ecuador;ENEMDU;2003;d6;6,6189899
Ecuador;ENEMDU;2003;d7;8,4496441
Ecuador;ENEMDU;2003;d8;11,021082
Ecuador;ENEMDU;2003;d9;16,049786
Ecuador;ENEMDU;2003;ratio_10_1;38,913217
Ecuador;ENEMDU;2004;d1;1,1344006
Ecuador;ENEMDU;2004;d10;42,228878
Ecuador;ENEMDU;2004;d2;2,2882802
Ecuador;ENEMDU;2004;d3;3,2180378
Ecuador;ENEMDU;2004;d4;4,1469493
Ecuador;ENEMDU;2004;d5;5,2294855
Ecuador;ENEMDU;2004;d6;6,5522714
Ecuador;ENEMDU;2004;d7;8,4053907
Ecuador;ENEMDU;2004;d8;10,954379
Ecuador;ENEMDU;2004;d9;15,841928
Ecuador;ENEMDU;2004;ratio_10_1;37,22365
Ecuador;ENEMDU;2005;d1;1,0761964
Ecuador;ENEMDU;2005;d10;41,117443
Ecuador;ENEMDU;2005;d2;2,203763
Ecuador;ENEMDU;2005;d3;3,1865425
Ecuador;ENEMDU;2005;d4;4,2094011
Ecuador;ENEMDU;2005;d5;5,3149981
Ecuador;ENEMDU;2005;d6;6,7009768
Ecuador;ENEMDU;2005;d7;8,5430651
Ecuador;ENEMDU;2005;d8;11,308107
Ecuador;ENEMDU;2005;d9;16,339506
Ecuador;ENEMDU;2005;ratio_10_1;38,193363
Ecuador;ENEMDU;2006;d1;1,2655634
Ecuador;ENEMDU;2006;d10;41,100254
Ecuador;ENEMDU;2006;d2;2,4321711
Ecuador;ENEMDU;2006;d3;3,3598032
Ecuador;ENEMDU;2006;d4;4,2970171
Ecuador;ENEMDU;2006;d5;5,3923445
Ecuador;ENEMDU;2006;d6;6,6940017
Ecuador;ENEMDU;2006;d7;8,5300035
Ecuador;ENEMDU;2006;d8;11,087749
Ecuador;ENEMDU;2006;d9;15,841092
Ecuador;ENEMDU;2006;ratio_10_1;32,474813
Ecuador;ENEMDU;2007;d1;1,1550038
Ecuador;ENEMDU;2007;d10;41,986431
Ecuador;ENEMDU;2007;d2;2,3443837
Ecuador;ENEMDU;2007;d3;3,2606003
Ecuador;ENEMDU;2007;d4;4,1697001
Ecuador;ENEMDU;2007;d5;5,2237878
Ecuador;ENEMDU;2007;d6;6,5077958
Ecuador;ENEMDU;2007;d7;8,2927752
Ecuador;ENEMDU;2007;d8;11,069722
Ecuador;ENEMDU;2007;d9;15,989799
Ecuador;ENEMDU;2007;ratio_10_1;36,35066
Ecuador;ENEMDU;2008;d1;1,2740672
Ecuador;ENEMDU;2008;d10;38,093777
Ecuador;ENEMDU;2008;d2;2,5604084
Ecuador;ENEMDU;2008;d3;3,5405567
Ecuador;ENEMDU;2008;d4;4,5835748
Ecuador;ENEMDU;2008;d5;5,7645578
Ecuador;ENEMDU;2008;d6;7,1177983
Ecuador;ENEMDU;2008;d7;8,9211016
Ecuador;ENEMDU;2008;d8;11,631855
Ecuador;ENEMDU;2008;d9;16,512302
Ecuador;ENEMDU;2008;ratio_10_1;29,892004
Ecuador;ENEMDU;2009;d1;1,4133489
Ecuador;ENEMDU;2009;d10;37,070709
Ecuador;ENEMDU;2009;d2;2,7457345
Ecuador;ENEMDU;2009;d3;3,7366676
Ecuador;ENEMDU;2009;d4;4,7685575
Ecuador;ENEMDU;2009;d5;5,8719106
Ecuador;ENEMDU;2009;d6;7,2241468
Ecuador;ENEMDU;2009;d7;9,0123911
Ecuador;ENEMDU;2009;d8;11,775113
Ecuador;ENEMDU;2009;d9;16,381418
Ecuador;ENEMDU;2009;ratio_10_1;26,221575
Ecuador;ENEMDU;2010;d1;1,4516084
Ecuador;ENEMDU;2010;d10;37,516933
Ecuador;ENEMDU;2010;d2;2,7272248
Ecuador;ENEMDU;2010;d3;3,7084577
Ecuador;ENEMDU;2010;d4;4,6983428
Ecuador;ENEMDU;2010;d5;5,8181953
Ecuador;ENEMDU;2010;d6;7,1864147
Ecuador;ENEMDU;2010;d7;8,9280806
Ecuador;ENEMDU;2010;d8;11,589538
Ecuador;ENEMDU;2010;d9;16,375206
Ecuador;ENEMDU;2010;ratio_10_1;25,834739
Ecuador;ENEMDU;2011;d1;1,5207919
Ecuador;ENEMDU;2011;d10;34,087868
Ecuador;ENEMDU;2011;d2;2,9426677
Ecuador;ENEMDU;2011;d3;3,9758127
Ecuador;ENEMDU;2011;d4;4,9906721
Ecuador;ENEMDU;2011;d5;6,2054286
Ecuador;ENEMDU;2011;d6;7,6930423
Ecuador;ENEMDU;2011;d7;9,4715576
Ecuador;ENEMDU;2011;d8;12,219518
Ecuador;ENEMDU;2011;d9;16,892643
Ecuador;ENEMDU;2011;ratio_10_1;22,404284
Ecuador;ENEMDU;2012;d1;1,4889489
Ecuador;ENEMDU;2012;d10;34,591877
Ecuador;ENEMDU;2012;d2;2,8742747
Ecuador;ENEMDU;2012;d3;3,9240911
Ecuador;ENEMDU;2012;d4;5,0451517
Ecuador;ENEMDU;2012;d5;6,2992573
Ecuador;ENEMDU;2012;d6;7,7130995
Ecuador;ENEMDU;2012;d7;9,4717121
Ecuador;ENEMDU;2012;d8;12,076554
Ecuador;ENEMDU;2012;d9;16,515034
Ecuador;ENEMDU;2012;ratio_10_1;23,226915
Ecuador;ENEMDU;2013;d1;1,6429664
Ecuador;ENEMDU;2013;d10;35,660549
Ecuador;ENEMDU;2013;d2;2,9178481
Ecuador;ENEMDU;2013;d3;3,8740396
Ecuador;ENEMDU;2013;d4;4,8671894
Ecuador;ENEMDU;2013;d5;6,0401936
Ecuador;ENEMDU;2013;d6;7,4426723
Ecuador;ENEMDU;2013;d7;9,1888905
Ecuador;ENEMDU;2013;d8;11,851745
Ecuador;ENEMDU;2013;d9;16,513906
Ecuador;ENEMDU;2013;ratio_10_1;21,70436
Ecuador;ENEMDU;2014;d1;1,7563579
Ecuador;ENEMDU;2014;d10;34,378296
Ecuador;ENEMDU;2014;d2;3,0865695
Ecuador;ENEMDU;2014;d3;4,1522927
Ecuador;ENEMDU;2014;d4;5,1891179
Ecuador;ENEMDU;2014;d5;6,3380394
Ecuador;ENEMDU;2014;d6;7,6696205
Ecuador;ENEMDU;2014;d7;9,4253006
Ecuador;ENEMDU;2014;d8;11,814793
Ecuador;ENEMDU;2014;d9;16,189615
Ecuador;ENEMDU;2014;ratio_10_1;19,564172
Ecuador;ENEMDU;2015;d1;1,5976831
Ecuador;ENEMDU;2015;d10;34,881584
Ecuador;ENEMDU;2015;d2;3,0045528
Ecuador;ENEMDU;2015;d3;4,0352707
Ecuador;ENEMDU;2015;d4;5,0647283
Ecuador;ENEMDU;2015;d5;6,1850452
Ecuador;ENEMDU;2015;d6;7,6073952
Ecuador;ENEMDU;2015;d7;9,3560352
Ecuador;ENEMDU;2015;d8;11,92035
Ecuador;ENEMDU;2015;d9;16,347355
Ecuador;ENEMDU;2015;ratio_10_1;21,826031
Ecuador;ENEMDU;2016;d1;1,6231382
Ecuador;ENEMDU;2016;d10;34,245743
Ecuador;ENEMDU;2016;d2;3,1085219
Ecuador;ENEMDU;2016;d3;4,1772399
Ecuador;ENEMDU;2016;d4;5,2114177
Ecuador;ENEMDU;2016;d5;6,3623815
Ecuador;ENEMDU;2016;d6;7,7401614
Ecuador;ENEMDU;2016;d7;9,4413176
Ecuador;ENEMDU;2016;d8;11,90633
Ecuador;ENEMDU;2016;d9;16,18375
Ecuador;ENEMDU;2016;ratio_10_1;21,088977
Ecuador;ENEMDU;2017;d1;1,664525
Ecuador;ENEMDU;2017;d10;33,785564
Ecuador;ENEMDU;2017;d2;3,1095276
Ecuador;ENEMDU;2017;d3;4,1496763
Ecuador;ENEMDU;2017;d4;5,2140069
Ecuador;ENEMDU;2017;d5;6,4515834
Ecuador;ENEMDU;2017;d6;7,8101296
Ecuador;ENEMDU;2017;d7;9,4846039
Ecuador;ENEMDU;2017;d8;11,991967
Ecuador;ENEMDU;2017;d9;16,338417
Ecuador;ENEMDU;2017;ratio_10_1;20,297145
Ecuador;ENEMDU;2018;d1;1,6199797
Ecuador;ENEMDU;2018;d10;34,410336
Ecuador;ENEMDU;2018;d2;3,0002923
Ecuador;ENEMDU;2018;d3;4,0689268
Ecuador;ENEMDU;2018;d4;5,1408591
Ecuador;ENEMDU;2018;d5;6,3401036
Ecuador;ENEMDU;2018;d6;7,7048397
Ecuador;ENEMDU;2018;d7;9,3676825
Ecuador;ENEMDU;2018;d8;11,822651
Ecuador;ENEMDU;2018;d9;16,524332
Ecuador;ENEMDU;2018;ratio_10_1;21,225047
Ecuador;ENEMDU;2019;d1;1,6045632
Ecuador;ENEMDU;2019;d10;34,479031
Ecuador;ENEMDU;2019;d2;2,9439936
Ecuador;ENEMDU;2019;d3;3,9886043
Ecuador;ENEMDU;2019;d4;5,0863543
Ecuador;ENEMDU;2019;d5;6,2649479
Ecuador;ENEMDU;2019;d6;7,6780362
Ecuador;ENEMDU;2019;d7;9,442111
Ecuador;ENEMDU;2019;d8;12,020271
Ecuador;ENEMDU;2019;d9;16,492088
Ecuador;ENEMDU;2019;ratio_10_1;21,487714
Ecuador;ENEMDU;2020;d1;1,3386109
Ecuador;ENEMDU;2020;d10;36,039642
Ecuador;ENEMDU;2020;d2;2,7587049
Ecuador;ENEMDU;2020;d3;3,9198246
Ecuador;ENEMDU;2020;d4;5,0297718
Ecuador;ENEMDU;2020;d5;6,1513357
Ecuador;ENEMDU;2020;d6;7,3960438
Ecuador;ENEMDU;2020;d7;9,2672462
Ecuador;ENEMDU;2020;d8;11,888615
Ecuador;ENEMDU;2020;d9;16,210205
Ecuador;ENEMDU;2020;ratio_10_1;26,848785
Ecuador;ENEMDU;2021;d1;1,6224378
Ecuador;ENEMDU;2021;d10;34,720768
Ecuador;ENEMDU;2021;d2;3,0137095
Ecuador;ENEMDU;2021;d3;4,052352
Ecuador;ENEMDU;2021;d4;4,9943905
Ecuador;ENEMDU;2021;d5;6,2448578
Ecuador;ENEMDU;2021;d6;7,6055698
Ecuador;ENEMDU;2021;d7;9,3582926
Ecuador;ENEMDU;2021;d8;11,870299
Ecuador;ENEMDU;2021;d9;16,517321
Ecuador;ENEMDU;2021;ratio_10_1;21,392773
Ecuador;ENEMDU;2022;d1;1,6692212
Ecuador;ENEMDU;2022;d10;34,339965
Ecuador;ENEMDU;2022;d2;3,0140122
Ecuador;ENEMDU;2022;d3;3,9959259
Ecuador;ENEMDU;2022;d4;5,0902464
Ecuador;ENEMDU;2022;d5;6,3460087
Ecuador;ENEMDU;2022;d6;7,6585131
Ecuador;ENEMDU;2022;d7;9,3313718
Ecuador;ENEMDU;2022;d8;12,020841
Ecuador;ENEMDU;2022;d9;16,533895
Ecuador;ENEMDU;2022;ratio_10_1;20,559309
Ecuador;ENEMDU;2023;d1;1,6421618
Ecuador;ENEMDU;2023;d10;33,178357
Ecuador;ENEMDU;2023;d2;3,0166634
Ecuador;ENEMDU;2023;d3;4,1193048
Ecuador;ENEMDU;2023;d4;5,1654374
Ecuador;ENEMDU;2023;d5;6,3668288
Ecuador;ENEMDU;2023;d6;7,8416128
Ecuador;ENEMDU;2023;d7;9,6760462
Ecuador;ENEMDU;2023;d8;12,406501
Ecuador;ENEMDU;2023;d9;16,587086
Ecuador;ENEMDU;2023;ratio_10_1;20,190519
Ecuador;ENEMDU;2024;d1;1,498028
Ecuador;ENEMDU;2024;d10;33,37532
Ecuador;ENEMDU;2024;d2;2,783662
Ecuador;ENEMDU;2024;d3;3,963724
Ecuador;ENEMDU;2024;d4;5,184957
Ecuador;ENEMDU;2024;d5;6,452613
Ecuador;ENEMDU;2024;d6;7,971392
Ecuador;ENEMDU;2024;d7;9,820989
Ecuador;ENEMDU;2024;d8;12,32807
Ecuador;ENEMDU;2024;d9;16,55463
Ecuador;ENEMDU;2024;ratio_10_1;22,23273
El Salvador;;2000;d1;1,0008919
El Salvador;;2000;d10;38,943123
El Salvador;;2000;d2;2,2482984
El Salvador;;2000;d3;3,3520215
El Salvador;;2000;d4;4,4539576
El Salvador;;2000;d5;5,6517339
El Salvador;;2000;d6;7,0641289
El Salvador;;2000;d7;8,8834171
El Salvador;;2000;d8;11,632025
El Salvador;;2000;d9;16,770405
El Salvador;;2000;ratio_10_1;38,905364
El Salvador;;2001;d1;0,93469399
El Salvador;;2001;d10;38,53249
El Salvador;;2001;d2;2,2286105
El Salvador;;2001;d3;3,3261414
El Salvador;;2001;d4;4,4548149
El Salvador;;2001;d5;5,690475
El Salvador;;2001;d6;7,1477666
El Salvador;;2001;d7;9,0437822
El Salvador;;2001;d8;11,81316
El Salvador;;2001;d9;16,828064
El Salvador;;2001;ratio_10_1;41,17963
El Salvador;;2002;d1;0,89348972
El Salvador;;2002;d10;38,768646
El Salvador;;2002;d2;2,1653399
El Salvador;;2002;d3;3,2939863
El Salvador;;2002;d4;4,3683944
El Salvador;;2002;d5;5,6009364
El Salvador;;2002;d6;7,1375108
El Salvador;;2002;d7;9,0968876
El Salvador;;2002;d8;11,82769
El Salvador;;2002;d9;16,84712
El Salvador;;2002;ratio_10_1;43,384712
El Salvador;;2003;d1;0,74677128
El Salvador;;2003;d10;37,147667
El Salvador;;2003;d2;2,2109096
El Salvador;;2003;d3;3,457469
El Salvador;;2003;d4;4,6808972
El Salvador;;2003;d5;5,9427614
El Salvador;;2003;d6;7,4617333
El Salvador;;2003;d7;9,4086504
El Salvador;;2003;d8;12,07011
El Salvador;;2003;d9;16,873028
El Salvador;;2003;ratio_10_1;49,736595
El Salvador;;2004;d1;1,16249
El Salvador;;2004;d10;35,553322
El Salvador;;2004;d2;2,6784706
El Salvador;;2004;d3;3,8540494
El Salvador;;2004;d4;4,9346209
El Salvador;;2004;d5;6,0746403
El Salvador;;2004;d6;7,5221105
El Salvador;;2004;d7;9,4508753
El Salvador;;2004;d8;12,118428
El Salvador;;2004;d9;16,650993
El Salvador;;2004;ratio_10_1;30,577942
El Salvador;;2005;d1;1,2725681
El Salvador;;2005;d10;36,737305
El Salvador;;2005;d2;2,6250632
El Salvador;;2005;d3;3,754355
El Salvador;;2005;d4;4,8497114
El Salvador;;2005;d5;5,9786577
El Salvador;;2005;d6;7,3637447
El Salvador;;2005;d7;9,1957321
El Salvador;;2005;d8;11,785926
El Salvador;;2005;d9;16,436935
El Salvador;;2005;ratio_10_1;28,866315
El Salvador;;2006;d1;1,7375191
El Salvador;;2006;d10;35,557213
El Salvador;;2006;d2;3,0597603
El Salvador;;2006;d3;4,1218891
El Salvador;;2006;d4;5,1792245
El Salvador;;2006;d5;6,297997
El Salvador;;2006;d6;7,5359869
El Salvador;;2006;d7;9,2575283
El Salvador;;2006;d8;11,497516
El Salvador;;2006;d9;15,755367
El Salvador;;2006;ratio_10_1;20,457196
El Salvador;;2007;d1;1,9385908
El Salvador;;2007;d10;35,716473
El Salvador;;2007;d2;3,2495546
El Salvador;;2007;d3;4,2136936
El Salvador;;2007;d4;5,1890287
El Salvador;;2007;d5;6,2163253
El Salvador;;2007;d6;7,4582486
El Salvador;;2007;d7;9,0878124
El Salvador;;2007;d8;11,428928
El Salvador;;2007;d9;15,501345
El Salvador;;2007;ratio_10_1;18,415874
El Salvador;;2008;d1;1,7014595
El Salvador;;2008;d10;36,125
El Salvador;;2008;d2;2,9338531
El Salvador;;2008;d3;3,9194551
El Salvador;;2008;d4;4,9186893
El Salvador;;2008;d5;5,9988008
El Salvador;;2008;d6;7,3245134
El Salvador;;2008;d7;9,1053905
El Salvador;;2008;d8;11,647059
El Salvador;;2008;d9;16,325779
El Salvador;;2008;ratio_10_1;21,227397
El Salvador;;2009;d1;1,7889645
El Salvador;;2009;d10;35,978172
El Salvador;;2009;d2;3,0744381
El Salvador;;2009;d3;4,117888
El Salvador;;2009;d4;5,1247611
El Salvador;;2009;d5;6,2687082
El Salvador;;2009;d6;7,5134454
El Salvador;;2009;d7;9,0874958
El Salvador;;2009;d8;11,377827
El Salvador;;2009;d9;15,668302
El Salvador;;2009;ratio_10_1;20,109337
El Salvador;;2010;d1;1,9354084
El Salvador;;2010;d10;33,228817
El Salvador;;2010;d2;3,2141976
El Salvador;;2010;d3;4,2716966
El Salvador;;2010;d4;5,3513751
El Salvador;;2010;d5;6,5026026
El Salvador;;2010;d6;7,8515434
El Salvador;;2010;d7;9,5714769
El Salvador;;2010;d8;11,921326
El Salvador;;2010;d9;16,151558
El Salvador;;2010;ratio_10_1;17,166167
El Salvador;;2011;d1;2,1182625
El Salvador;;2011;d10;32,755322
El Salvador;;2011;d2;3,4693525
El Salvador;;2011;d3;4,4971204
El Salvador;;2011;d4;5,5334063
El Salvador;;2011;d5;6,6088285
El Salvador;;2011;d6;7,8561087
El Salvador;;2011;d7;9,5168257
El Salvador;;2011;d8;11,748975
El Salvador;;2011;d9;15,895798
El Salvador;;2011;ratio_10_1;15,458417
El Salvador;;2012;d1;2,1663713
El Salvador;;2012;d10;32,590805
El Salvador;;2012;d2;3,5633461
El Salvador;;2012;d3;4,5686402
El Salvador;;2012;d4;5,6155667
El Salvador;;2012;d5;6,6976185
El Salvador;;2012;d6;7,9533496
El Salvador;;2012;d7;9,5033464
El Salvador;;2012;d8;11,74446
El Salvador;;2012;d9;15,596496
El Salvador;;2012;ratio_10_1;15,040829
El Salvador;;2013;d1;2,1170011
El Salvador;;2013;d10;34,238064
El Salvador;;2013;d2;3,4274704
El Salvador;;2013;d3;4,411284
El Salvador;;2013;d4;5,4383368
El Salvador;;2013;d5;6,5326767
El Salvador;;2013;d6;7,7250538
El Salvador;;2013;d7;9,2933922
El Salvador;;2013;d8;11,416273
El Salvador;;2013;d9;15,400448
El Salvador;;2013;ratio_10_1;16,16879
El Salvador;;2014;d1;2,2103364
El Salvador;;2014;d10;32,151852
El Salvador;;2014;d2;3,56217
El Salvador;;2014;d3;4,5797415
El Salvador;;2014;d4;5,5926485
El Salvador;;2014;d5;6,7042909
El Salvador;;2014;d6;7,9559059
El Salvador;;2014;d7;9,5418587
El Salvador;;2014;d8;11,84114
El Salvador;;2014;d9;15,860056
El Salvador;;2014;ratio_10_1;14,543292
El Salvador;;2015;d1;2,3822527
El Salvador;;2015;d10;31,827166
El Salvador;;2015;d2;3,7318523
El Salvador;;2015;d3;4,7225852
El Salvador;;2015;d4;5,7338734
El Salvador;;2015;d5;6,8040738
El Salvador;;2015;d6;8,0414019
El Salvador;;2015;d7;9,6143923
El Salvador;;2015;d8;11,795813
El Salvador;;2015;d9;15,34659
El Salvador;;2015;ratio_10_1;13,359306
El Salvador;;2016;d1;2,2845244
El Salvador;;2016;d10;30,653122
El Salvador;;2016;d2;3,6610956
El Salvador;;2016;d3;4,7384291
El Salvador;;2016;d4;5,8247466
El Salvador;;2016;d5;6,9627023
El Salvador;;2016;d6;8,2660503
El Salvador;;2016;d7;9,8434467
El Salvador;;2016;d8;12,037596
El Salvador;;2016;d9;15,728288
El Salvador;;2016;ratio_10_1;13,41719
El Salvador;;2017;d1;2,46681
El Salvador;;2017;d10;29,142637
El Salvador;;2017;d2;3,9311504
El Salvador;;2017;d3;4,9637637
El Salvador;;2017;d4;6,0395694
El Salvador;;2017;d5;7,1985888
El Salvador;;2017;d6;8,474206
El Salvador;;2017;d7;10,058558
El Salvador;;2017;d8;12,136068
El Salvador;;2017;d9;15,588649
El Salvador;;2017;ratio_10_1;11,812011
El Salvador;;2018;d1;2,3767779
El Salvador;;2018;d10;29,394098
El Salvador;;2018;d2;3,826493
El Salvador;;2018;d3;4,9023633
El Salvador;;2018;d4;5,9678378
El Salvador;;2018;d5;7,1291995
El Salvador;;2018;d6;8,413456
El Salvador;;2018;d7;9,9798117
El Salvador;;2018;d8;12,152624
El Salvador;;2018;d9;15,857337
El Salvador;;2018;ratio_10_1;12,364282
El Salvador;;2019;d1;2,4382806
El Salvador;;2019;d10;29,799021
El Salvador;;2019;d2;3,8652668
El Salvador;;2019;d3;4,9031982
El Salvador;;2019;d4;5,9346862
El Salvador;;2019;d5;7,0483384
El Salvador;;2019;d6;8,3090506
El Salvador;;2019;d7;9,8918276
El Salvador;;2019;d8;12,010457
El Salvador;;2019;d9;15,799874
El Salvador;;2019;ratio_10_1;12,219374
El Salvador;;2021;d1;1,9249495
El Salvador;;2021;d10;28,974802
El Salvador;;2021;d2;3,6836967
El Salvador;;2021;d3;4,8787432
El Salvador;;2021;d4;6,0277171
El Salvador;;2021;d5;7,2633348
El Salvador;;2021;d6;8,599081
El Salvador;;2021;d7;10,253089
El Salvador;;2021;d8;12,403133
El Salvador;;2021;d9;15,991452
El Salvador;;2021;ratio_10_1;15,051597
